TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
'	O	O	O	O	O	O	_	_	NoSpaceAfter
agriculture	O	O	O	O	O	O	_	_	_
est	O	O	O	O	O	O	_	_	_
autorisé	O	O	O	O	O	O	_	_	EndOfLine
à	O	O	O	O	O	O	_	_	_
compléter	O	O	O	O	O	O	_	_	_
son	O	O	O	O	O	O	_	_	_
instruction	O	O	O	O	O	O	_	_	_
du	B-time	O	B-time.date.abs	O	O	O	NIL	_	_
17	I-time	O	I-time.date.abs	O	O	O	NIL	_	EndOfLine
novembre	I-time	O	I-time.date.abs	O	O	O	NIL	_	_
1885	I-time	O	I-time.date.abs	O	O	O	NIL	_	_
concernant	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
poinçonnage	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	EndOfLine
balances	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
cadran	O	O	O	O	O	O	_	_	_
pour	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
commerce	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	EndOfLine
lait	O	O	O	O	O	O	_	_	_
dans	O	O	O	O	O	O	_	_	_
les	O	O	O	O	O	O	_	_	_
laiteries	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
fromageries	O	O	O	O	O	O	_	_	_
et	O	O	O	O	O	O	_	_	EndOfLine
autres	O	O	O	O	O	O	_	_	_
établissements	O	O	O	O	O	O	_	_	_
semblables	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
en	O	O	O	O	O	O	_	_	_
ce	O	O	O	O	O	O	_	_	EndOfLine
sens	O	O	O	O	O	O	_	_	_
que	O	O	O	O	O	O	_	_	_
les	O	O	O	O	O	O	_	_	_
balances	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
cadran	O	O	O	O	O	O	_	_	_
système	O	O	O	O	O	O	_	_	EndOfLine
Bovat	B-pers	O	B-pers.ind	O	B-comp.name	O	NIL	_	NoSpaceAfter
,	I-pers	O	I-pers.ind	O	O	O	NIL	_	_
mécanicien	I-pers	O	I-pers.ind	O	B-comp.function	O	NIL	_	_
à	I-pers	O	I-pers.ind	O	I-comp.function	O	NIL	_	_
Echallens	I-pers	O	I-pers.ind	O	I-comp.function	B-loc.adm.town	NIL	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
seront	O	O	O	O	O	O	_	_	EndOfLine
aussi	O	O	O	O	O	O	_	_	_
admises	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence
Emigration	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
—	O	O	O	O	O	O	_	_	_
L	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
émigration	O	O	O	O	O	O	_	_	_
s	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
est	O	O	O	O	O	O	_	_	EndOfLine
accrue	O	O	O	O	O	O	_	_	_
de	B-time	O	B-time.date.abs	O	O	O	NIL	_	_
1878	I-time	O	I-time.date.abs	O	O	O	NIL	_	_
à	I-time	O	I-time.date.abs	O	O	O	NIL	_	_
1884	I-time	O	I-time.date.abs	O	O	O	NIL	_	_
et	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
décru	O	O	O	O	O	O	_	_	_
depuis	O	O	O	O	O	O	_	_	EndOfLine
cette	O	O	O	O	O	O	_	_	_
année	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
comme	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
prouvent	O	O	O	O	O	O	_	_	_
les	O	O	O	O	O	O	_	_	EndOfLine
chiffres	O	O	O	O	O	O	_	_	_
suivants	O	O	O	O	O	O	_	_	_
:	O	O	O	O	O	O	_	_	_
1878,2,608	B-time	O	B-time.date.abs	O	O	O	NIL	_	Partial-0:4
émigrés	O	O	O	O	O	O	_	_	_
;	O	O	O	O	O	O	_	_	_
—	O	O	O	O	O	O	_	_	EndOfLine
1879,4,288	B-time	O	B-time.date.abs	O	O	O	NIL	_	Partial-0:4
;	O	O	O	O	O	O	_	_	_
—	O	O	O	O	O	O	_	_	NoSpaceAfter
1880	B-time	O	B-time.date.abs	O	O	O	NIL	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
7,255	O	O	O	O	O	O	_	_	_
;	O	O	O	O	O	O	_	_	_
—	O	O	O	O	O	O	_	_	_
1881	B-time	O	B-time.date.abs	O	O	O	NIL	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	EndOfLine
10,935	O	O	O	O	O	O	_	_	_
;	O	O	O	O	O	O	_	_	_
—	O	O	O	O	O	O	_	_	NoSpaceAfter
1882	B-time	O	B-time.date.abs	O	O	O	NIL	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
11,962	O	O	O	O	O	O	_	_	_
;	O	O	O	O	O	O	_	_	_
—	O	O	O	O	O	O	_	_	NoSpaceAfter
1883	B-time	O	B-time.date.abs	O	O	O	NIL	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
13,502	O	O	O	O	O	O	_	_	_
;	O	O	O	O	O	O	_	_	EndOfLine
—	O	O	O	O	O	O	_	_	_
1884,9,688	B-time	O	B-time.date.abs	O	O	O	NIL	_	Partial-0:4
;	O	O	O	O	O	O	_	_	NoSpaceAfter
-	O	O	O	O	O	O	_	_	NoSpaceAfter
1885,7,583	B-time	O	B-time.date.abs	O	O	O	NIL	_	Partial-0:4
;	O	O	O	O	O	O	_	_	_
—	O	O	O	O	O	O	_	_	NoSpaceAfter
1886	B-time	O	B-time.date.abs	O	O	O	NIL	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	EndOfLine
6,342	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence
Presse	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
—	O	O	O	O	O	O	_	_	_
Un	O	O	O	O	O	O	_	_	_
nouveau	O	O	O	O	O	O	_	_	_
journal	O	O	O	O	O	O	_	_	_
paraît	O	O	O	O	O	O	_	_	EndOfLine
à	O	O	O	O	O	O	_	_	_
Fribourg	B-loc	O	B-loc.adm.town	O	O	O	Q36378	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
c	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
est	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
Messager	B-prod	O	B-prod.media	O	O	O	NIL	_	_
qui	O	O	O	O	O	O	_	_	_
s	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
occupera	O	O	O	O	O	O	_	_	_
uniquement	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
questions	O	O	O	O	O	O	_	_	_
intéressant	O	O	O	O	O	O	_	_	EndOfLine
les	O	O	O	O	O	O	_	_	_
diverses	O	O	O	O	O	O	_	_	_
branches	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
industrie	O	O	O	O	O	O	_	_	EndOfLine
agricole	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence
Télégraphes	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
—	O	O	O	O	O	O	_	_	_
La	O	O	O	O	O	O	_	_	_
taxe	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	EndOfLine
télégrammes	O	O	O	O	O	O	_	_	_
ordinaires	O	O	O	O	O	O	_	_	_
échangés	O	O	O	O	O	O	_	_	_
directement	O	O	O	O	O	O	_	_	EndOfLine
entre	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
France	B-loc	B-org	B-loc.adm.nat	B-org.adm	O	O	Q142	Q142	_
et	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
Suisse	B-loc	B-org	B-loc.adm.nat	B-org.adm	O	O	Q39	Q39	_
est	O	O	O	O	O	O	_	_	_
désormais	O	O	O	O	O	O	_	_	EndOfLine
fixée	O	O	O	O	O	O	_	_	_
uniformément	O	O	O	O	O	O	_	_	_
et	O	O	O	O	O	O	_	_	_
par	O	O	O	O	O	O	_	_	_
mot	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
quinze	O	O	O	O	O	O	_	_	EndOfLine
centimes	O	O	O	O	O	O	_	_	_
(	O	O	O	O	O	O	_	_	NoSpaceAfter
15	O	O	O	O	O	O	_	_	_
centimes	O	O	O	O	O	O	_	_	NoSpaceAfter
)	O	O	O	O	O	O	_	_	_
pour	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	EndOfLine
correspondance	O	O	O	O	O	O	_	_	_
générale	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
et	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
dix	O	O	O	O	O	O	_	_	_
centimes	O	O	O	O	O	O	_	_	_
(	O	O	O	O	O	O	_	_	NoSpaceAfter
10	O	O	O	O	O	O	_	_	EndOfLine
centimes	O	O	O	O	O	O	_	_	NoSpaceAfter
)	O	O	O	O	O	O	_	_	_
pour	O	O	O	O	O	O	_	_	_
toutes	O	O	O	O	O	O	_	_	_
les	O	O	O	O	O	O	_	_	EndOfLine
correspondances	O	O	O	O	O	O	_	_	_
échangées	O	O	O	O	O	O	_	_	_
entre	O	O	O	O	O	O	_	_	_
un	O	O	O	O	O	O	_	_	_
bureau	O	O	O	O	O	O	_	_	EndOfLine
quelconque	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
un	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
cantons	O	O	O	O	O	O	_	_	_
suisses	O	O	O	O	O	O	_	_	_
situés	O	O	O	O	O	O	_	_	EndOfLine
sur	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
frontière	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
France	B-loc	O	B-loc.adm.nat	O	O	O	Q142	_	_
et	O	O	O	O	O	O	_	_	_
un	O	O	O	O	O	O	_	_	_
bureau	O	O	O	O	O	O	_	_	EndOfLine
quelconque	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
un	O	O	O	O	O	O	_	_	_
département	O	O	O	O	O	O	_	_	_
français	O	O	O	O	O	O	_	_	EndOfLine
limitrophe	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
ce	O	O	O	O	O	O	_	_	_
même	O	O	O	O	O	O	_	_	_
canton	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	EndOfLine
territoire	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
Belfort	B-loc	O	B-loc.adm.town	O	O	O	Q12782	_	_
étant	O	O	O	O	O	O	_	_	_
traité	O	O	O	O	O	O	_	_	_
comme	O	O	O	O	O	O	_	_	_
un	O	O	O	O	O	O	_	_	EndOfLine
département	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
Lo	O	O	O	O	O	O	_	_	_
département	B-loc	O	B-loc.adm.reg	O	O	O	Q12745	_	_
de	I-loc	O	I-loc.adm.reg	O	O	O	Q12745	_	_
la	I-loc	O	I-loc.adm.reg	O	O	O	Q12745	_	EndOfLine
Savoie	I-loc	O	I-loc.adm.reg	O	B-comp.name	O	Q12745	_	_
est	O	O	O	O	O	O	_	_	_
considéré	O	O	O	O	O	O	_	_	_
aussi	O	O	O	O	O	O	_	_	_
comme	O	O	O	O	O	O	_	_	EndOfLine
limitrop	O	O	O	O	O	O	_	_	_
he	O	O	O	O	O	O	_	_	_
pour	O	O	O	O	O	O	_	_	_
Genève	B-loc	O	B-loc.adm.town	O	O	O	Q71	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence
Presse	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
—	O	O	O	O	O	O	_	_	_
Nous	O	O	O	O	O	O	_	_	_
recevons	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
premier	O	O	O	O	O	O	_	_	EndOfLine
numéro	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
un	O	O	O	O	O	O	_	_	_
nouveau	O	O	O	O	O	O	_	_	_
journal	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	EndOfLine
Radical	B-prod	O	B-prod.media	O	O	O	NIL	_	NoSpaceAfter
-	I-prod	O	I-prod.media	O	O	O	NIL	_	NoSpaceAfter
Libéral	I-prod	O	I-prod.media	O	O	O	NIL	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
qui	O	O	O	O	O	O	_	_	_
paraîtra	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
Genève	B-loc	O	B-loc.adm.town	O	O	O	Q71	_	_
deux	O	O	O	O	O	O	_	_	_
fois	O	O	O	O	O	O	_	_	EndOfLine
la	O	O	O	O	O	O	_	_	_
semaine	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
Son	O	O	O	O	O	O	_	_	_
but	O	O	O	O	O	O	_	_	_
est	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
représenter	O	O	O	O	O	O	_	_	EndOfLine
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
élément	O	O	O	O	O	O	_	_	_
national	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	_
radicalisme	B-prod	O	B-prod.doctr	O	B-comp.name	O	NIL	_	EndOfLine
genevois	I-prod	O	I-prod.doctr	O	O	O	NIL	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
en	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
autres	O	O	O	O	O	O	_	_	_
termes	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
défendre	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	EndOfLine
politique	O	O	O	O	O	O	_	_	_
intransigeante	O	O	O	O	O	O	_	_	_
do	O	O	O	O	O	O	_	_	_
M	B-pers	O	B-pers.ind	O	B-comp.title	O	Q2853769	_	NoSpaceAfter
.	I-pers	O	I-pers.ind	O	I-comp.title	O	Q2853769	_	_
Carteret	I-pers	O	I-pers.ind	O	B-comp.name	O	Q2853769	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	EndOfLine
en	O	O	O	O	O	O	_	_	_
opposition	O	O	O	O	O	O	_	_	_
aux	O	O	O	O	O	O	_	_	_
tendances	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	_
groupe	O	O	O	O	O	O	_	_	_
_	O	O	O	O	O	O	_	_	NoSpaceAfter
>	O	O	O	O	O	O	_	_	EndOfLine
dont	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
Genevois	O	O	O	O	O	O	_	_	_
est	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
organe	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence
Bétail	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
—	O	O	O	O	O	O	_	_	_
Les	O	O	O	O	O	O	_	_	_
bureaux	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
péage	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	EndOfLine
Montlingen	B-loc	O	B-loc.adm.town	O	O	O	Q1946364	_	_
et	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Places	B-loc	O	B-loc.adm.town	O	O	O	NIL	_	_
sont	O	O	O	O	O	O	_	_	_
ouverts	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	EndOfLine
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
exportation	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	_
bétail	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
Fonctionneront	O	O	O	O	O	O	_	_	EndOfLine
comme	O	O	O	O	O	O	_	_	_
vétérinaires	O	O	O	O	O	O	_	_	_
:	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
Montlingen	B-loc	O	B-loc.adm.town	O	O	O	Q1946364	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
M	B-pers	O	B-pers.ind	O	B-comp.title	O	NIL	_	NoSpaceAfter
.	I-pers	O	I-pers.ind	O	I-comp.title	O	NIL	_	EndOfLine
J	I-pers	O	I-pers.ind	O	B-comp.name	O	NIL	_	_
.	I-pers	O	I-pers.ind	O	I-comp.name	O	NIL	_	NoSpaceAfter|EndOfSentence
-	I-pers	O	I-pers.ind	O	I-comp.name	O	NIL	_	NoSpaceAfter
A	I-pers	O	I-pers.ind	O	I-comp.name	O	NIL	_	NoSpaceAfter
.	I-pers	O	I-pers.ind	O	I-comp.name	O	NIL	_	EndOfSentence
Zach	I-pers	O	I-pers.ind	O	I-comp.name	O	NIL	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
Oberriet	B-loc	O	B-loc.adm.town	O	O	O	Q65263	_	_
;	O	O	O	O	O	O	_	_	_
aux	O	O	O	O	O	O	_	_	_
Places	B-loc	O	B-loc.adm.town	O	O	O	NIL	_	_
:	O	O	O	O	O	O	_	_	_
M	B-pers	O	B-pers.ind	O	B-comp.title	O	NIL	_	NoSpaceAfter
