TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
TÉRY	I-PER	_	O	_	_	O	Q1556736	_	NoSpaceAfter
Tééies	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	_
Otonier	O	_	O	_	_	O	_	_	_
59	B-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
-	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
96	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
,	I-LOC	_	O	_	_	O	NIL	_	_
59	B-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
-	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
57	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
076	B-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
-	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
83	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
.	I-LOC	_	O	_	_	O	NIL	_	_
Cent	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
.	I-LOC	_	O	_	_	O	NIL	_	_
03	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
-	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
15	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
Au	O	_	O	_	_	O	_	_	_
moment	O	_	O	_	_	O	_	_	_
où	O	_	O	_	_	O	_	_	_
nos	O	_	O	_	_	O	_	_	_
troupes	O	_	O	_	_	O	_	_	NoSpaceAfter
entrent	O	_	O	_	_	O	_	_	_
dans	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
Rubr	B-LOC	_	O	_	_	O	Q151993	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
on	O	_	O	_	_	O	_	_	_
nous	O	_	O	_	_	O	_	_	NoSpaceAfter
annonce	O	_	O	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
on	O	_	O	_	_	O	_	_	_
veut	O	_	O	_	_	O	_	_	_
augmentes	O	_	O	_	_	O	_	_	NoSpaceAfter
nos	O	_	O	_	_	O	_	_	_
impôts	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
20	O	_	O	_	_	O	_	_	_
%	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter
Simple	O	_	O	_	_	O	_	_	_
coïncidence	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
A	O	_	O	_	_	O	_	_	_
LA	O	_	O	_	_	O	_	_	_
TRIBUNE	O	_	O	_	_	O	_	_	NoSpaceAfter
Glissement	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
alliances	O	_	O	_	_	O	_	_	_
?	O	_	O	_	_	O	_	_	NoSpaceAfter
Tout	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
monde	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
été	O	_	O	_	_	O	_	_	_
frappé	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
con¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
traste	O	_	O	_	_	O	_	_	_
entre	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
première	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
seconde	O	_	O	_	_	O	_	_	NoSpaceAfter
partie	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
discours	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
M	B-PER	_	O	_	_	O	Q191974	_	NoSpaceAfter
.	I-PER	_	O	_	_	O	Q191974	_	_
Poincaré	I-PER	_	O	_	_	O	Q191974	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Diffé¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
rence	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
ton	O	_	O	_	_	O	_	_	_
surtout	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
A	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	_
revendica¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
tion	O	_	O	_	_	O	_	_	_
énergique	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
péremptoire	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
irréfutable	O	_	O	_	_	O	_	_	NoSpaceAfter
de	O	_	O	_	_	O	_	_	_
nos	O	_	O	_	_	O	_	_	_
droits	O	_	O	_	_	O	_	_	_
succédait	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	_
sorte	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	NoSpaceAfter
mise	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
garde	O	_	O	_	_	O	_	_	_
contre	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
espoirs	O	_	O	_	_	O	_	_	_
immo¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
dérés	O	_	O	_	_	O	_	_	_
«	O	_	O	_	_	O	_	_	_
Surtout	O	_	O	_	_	O	_	_	_
ne	O	_	O	_	_	O	_	_	_
nous	O	_	O	_	_	O	_	_	_
excitons	O	_	O	_	_	O	_	_	_
pas	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
semblait	O	_	O	_	_	O	_	_	_
dire	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
orateur	O	_	O	_	_	O	_	_	_
gouvernemental	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
ami	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
prudence	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
précision	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Il	O	_	O	_	_	O	_	_	_
y	O	_	O	_	_	O	_	_	_
aura	O	_	O	_	_	O	_	_	_
peut	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
être	O	_	O	_	_	O	_	_	_
quelque	O	_	O	_	_	O	_	_	_
déception	O	_	O	_	_	O	_	_	_
:	O	_	O	_	_	O	_	_	NoSpaceAfter
le	O	_	O	_	_	O	_	_	_
rendement	O	_	O	_	_	O	_	_	_
risque	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
être	O	_	O	_	_	O	_	_	_
modeste	O	_	O	_	_	O	_	_	_
;	O	_	O	_	_	O	_	_	NoSpaceAfter
mais	O	_	O	_	_	O	_	_	_
ce	O	_	O	_	_	O	_	_	_
sera	O	_	O	_	_	O	_	_	_
toujours	O	_	O	_	_	O	_	_	_
mieux	O	_	O	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	_
rien	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
»	O	_	O	_	_	O	_	_	NoSpaceAfter
Ainsi	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
chef	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
notre	O	_	O	_	_	O	_	_	_
gouvernement	O	_	O	_	_	O	_	_	NoSpaceAfter
laissait	O	_	O	_	_	O	_	_	_
bien	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
impression	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
n	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
avoir	O	_	O	_	_	O	_	_	_
agi	O	_	O	_	_	O	_	_	NoSpaceAfter
que	O	_	O	_	_	O	_	_	_
contraint	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
forcé	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
égoïsme	O	_	O	_	_	O	_	_	_
tatil¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
lon	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
Grande	B-LOC	_	O	_	_	O	Q23666	_	NoSpaceAfter
-	I-LOC	_	O	_	_	O	Q23666	_	NoSpaceAfter
Bretagne	I-LOC	_	O	_	_	O	Q23666	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
détruit	O	_	O	_	_	O	_	_	NoSpaceAfter
par	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
marchandages	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
effet	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
ses	O	_	O	_	_	O	_	_	NoSpaceAfter
sacrifices	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
obstination	O	_	O	_	_	O	_	_	_
têtue	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
exaspérante	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
Reich	B-ORG	_	O	_	_	O	Q1206012	_	_
dans	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
carence	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	NoSpaceAfter
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
inertie	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Mais	O	_	O	_	_	O	_	_	_
voici	O	_	O	_	_	O	_	_	_
davantage	O	_	O	_	_	O	_	_	_
:	O	_	O	_	_	O	_	_	_
M	B-PER	_	O	_	_	O	Q191974	_	NoSpaceAfter
.	I-PER	_	O	_	_	O	Q191974	_	_
Poincaré	I-PER	_	O	_	_	O	Q191974	_	_
a	O	_	O	_	_	O	_	_	NoSpaceAfter
surtout	O	_	O	_	_	O	_	_	_
présenté	O	_	O	_	_	O	_	_	_
son	O	_	O	_	_	O	_	_	_
acte	O	_	O	_	_	O	_	_	_
comme	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	NoSpaceAfter
moyen	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
acculer	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
Allemagne	B-LOC	_	O	_	_	O	Q183	_	_
à	O	_	O	_	_	O	_	_	_
sortir	O	_	O	_	_	O	_	_	NoSpaceAfter
enfin	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
ère	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
mauvais	O	_	O	_	_	O	_	_	_
vouloir	O	_	O	_	_	O	_	_	_
ou	O	_	O	_	_	O	_	_	NoSpaceAfter
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
aboulie	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
il	O	_	O	_	_	O	_	_	_
y	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
deux	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sans	O	_	O	_	_	O	_	_	_
doute	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	NoSpaceAfter
où	O	_	O	_	_	O	_	_	_
elle	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
mis	O	_	O	_	_	O	_	_	_
jusqu	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
à	O	_	O	_	_	O	_	_	_
présent	O	_	O	_	_	O	_	_	_
toutes	O	_	O	_	_	O	_	_	_
ses	O	_	O	_	_	O	_	_	NoSpaceAfter
chances	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
salut	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
«	O	_	O	_	_	O	_	_	_
Plutôt	O	_	O	_	_	O	_	_	_
périr	O	_	O	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	NoSpaceAfter
payer	O	_	O	_	_	O	_	_	_
!	O	_	O	_	_	O	_	_	_
»	O	_	O	_	_	O	_	_	_
,	O	_	O	_	_	O	_	_	_
telle	O	_	O	_	_	O	_	_	_
paraît	O	_	O	_	_	O	_	_	_
être	O	_	O	_	_	O	_	_	_
sa	O	_	O	_	_	O	_	_	_
devise	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
A	O	_	O	_	_	O	_	_	NoSpaceAfter
quoi	O	_	O	_	_	O	_	_	_
notre	O	_	O	_	_	O	_	_	_
président	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
Conseil	B-ORG	_	O	_	_	O	Q2993836	_	_
de	O	_	O	_	_	O	_	_	_
ré¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
pondre	O	_	O	_	_	O	_	_	_
:	O	_	O	_	_	O	_	_	_
«	O	_	O	_	_	O	_	_	_
Allons	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
soyons	O	_	O	_	_	O	_	_	_
sérieux	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	NoSpaceAfter
finissons	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
en	O	_	O	_	_	O	_	_	_
avec	O	_	O	_	_	O	_	_	_
cette	O	_	O	_	_	O	_	_	_
crise	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
bouderie	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Car	O	_	O	_	_	O	_	_	_
c	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
est	O	_	O	_	_	O	_	_	_
bouder	O	_	O	_	_	O	_	_	_
contre	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
instinct	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
con¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
servation	O	_	O	_	_	O	_	_	_
même	O	_	O	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
raisonner	O	_	O	_	_	O	_	_	_
ainsi	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Qui	O	_	O	_	_	O	_	_	_
donc	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
fait	O	_	O	_	_	O	_	_	_
observer	O	_	O	_	_	O	_	_	_
fort	O	_	O	_	_	O	_	_	_
subtilement	O	_	O	_	_	O	_	_	NoSpaceAfter
que	O	_	O	_	_	O	_	_	_
dans	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
aberration	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
pousse	O	_	O	_	_	O	_	_	_
cer¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
taines	O	_	O	_	_	O	_	_	_
gens	O	_	O	_	_	O	_	_	_
au	O	_	O	_	_	O	_	_	_
suicide	O	_	O	_	_	O	_	_	_
entre	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	NoSpaceAfter
notable	O	_	O	_	_	O	_	_	_
part	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
désir	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
plonger	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
sur¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
vivants	O	_	O	_	_	O	_	_	_
dans	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
embarras	O	_	O	_	_	O	_	_	_
?	O	_	O	_	_	O	_	_	_
Par	O	_	O	_	_	O	_	_	_
sa	O	_	O	_	_	O	_	_	_
manie	O	_	O	_	_	O	_	_	NoSpaceAfter
de	O	_	O	_	_	O	_	_	_
suicide	O	_	O	_	_	O	_	_	_
économique	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
Allemagne	B-LOC	_	O	_	_	O	Q183	_	_
a	O	_	O	_	_	O	_	_	NoSpaceAfter
certainement	O	_	O	_	_	O	_	_	_
bien	O	_	O	_	_	O	_	_	_
gêné	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
Alliés	B-ORG	_	O	_	_	O	Q329888	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
elle	O	_	O	_	_	O	_	_	NoSpaceAfter
a	O	_	O	_	_	O	_	_	_
paralysé	O	_	O	_	_	O	_	_	_
leur	O	_	O	_	_	O	_	_	_
action	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
scrupules	O	_	O	_	_	O	_	_	_
ou	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	NoSpaceAfter
craintes	O	_	O	_	_	O	_	_	_
intéressées	O	_	O	_	_	O	_	_	_
;	O	_	O	_	_	O	_	_	_
mais	O	_	O	_	_	O	_	_	_
elle	O	_	O	_	_	O	_	_	_
finira	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	NoSpaceAfter
devenir	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
dindon	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
farce	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
plus	O	_	O	_	_	O	_	_	NoSpaceAfter
encore	O	_	O	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	_
ses	O	_	O	_	_	O	_	_	_
créanciers	O	_	O	_	_	O	_	_	_
impayés	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Voyons	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
monsieur	B-PER	_	O	_	_	O	Q77179	_	_
Cuno	I-PER	_	O	_	_	O	Q77179	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
vous	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
mon¬	B-PER	_	O	_	_	O	Q66864	_	NoSpaceAfter|EndOfLine
sieur	I-PER	_	O	_	_	O	Q66864	_	_
Stinnes	I-PER	_	O	_	_	O	Q66864	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
daignez	O	_	O	_	_	O	_	_	_
y	O	_	O	_	_	O	_	_	_
réfléchir	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
s	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
il	O	_	O	_	_	O	_	_	NoSpaceAfter
vous	O	_	O	_	_	O	_	_	_
plaît	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
notre	O	_	O	_	_	O	_	_	_
commun	O	_	O	_	_	O	_	_	_
profit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
causons	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
»	O	_	O	_	_	O	_	_	NoSpaceAfter
Tel	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
fidèlement	O	_	O	_	_	O	_	_	_
résumé	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
je	O	_	O	_	_	O	_	_	_
crois	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
esprit	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
discours	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
M	B-PER	_	O	_	_	O	Q191974	_	NoSpaceAfter
.	I-PER	_	O	_	_	O	Q191974	_	_
Poincaré	I-PER	_	O	_	_	O	Q191974	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Aussi	O	_	O	_	_	O	_	_	_
bien	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
écoutant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ne	O	_	O	_	_	O	_	_	_
pouvais	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
je	O	_	O	_	_	O	_	_	NoSpaceAfter
me	O	_	O	_	_	O	_	_	_
défendre	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
une	O	_	O	_	_	O	_	_	_
impression	O	_	O	_	_	O	_	_	_
singu¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
lière	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Cette	O	_	O	_	_	O	_	_	_
invite	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
meilleur	O	_	O	_	_	O	_	_	_
esprit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
à	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	_
conception	O	_	O	_	_	O	_	_	_
moins	O	_	O	_	_	O	_	_	_
silencieusement	O	_	O	_	_	O	_	_	NoSpaceAfter
vindicative	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
